21.5,21.5,0,-2.398e-12,1
24.5,21.5,0,-2.4754e-12,1
27.5,21.5,0,-2.499e-12,1
30.5,21.5,0,-2.4564e-12,1
33.5,21.5,0,-2.3429e-12,1
36.5,21.5,0,-2.1673e-12,1
39.5,21.5,0,-1.9539e-12,1
42.5,21.5,0,-1.7403e-12,1
45.5,21.5,0,-1.568e-12,1
48.5,21.5,0,-1.4721e-12,1
51.5,21.5,0,-1.4721e-12,1
54.5,21.5,0,-1.568e-12,1
57.5,21.5,0,-1.7403e-12,1
60.5,21.5,0,-1.9539e-12,1
63.5,21.5,0,-2.1673e-12,1
66.5,21.5,0,-2.3429e-12,1
69.5,21.5,0,-2.4564e-12,1
72.5,21.5,0,-2.499e-12,1
75.5,21.5,0,-2.4754e-12,1
78.5,21.5,0,-2.398e-12,1
21.5,24.5,0,-2.4754e-12,1
24.5,24.5,0,-2.4946e-12,1
27.5,24.5,0,-2.4178e-12,1
30.5,24.5,0,-2.2201e-12,1
33.5,24.5,0,-1.8903e-12,1
36.5,24.5,0,-1.4435e-12,1
39.5,24.5,0,-9.2988e-13,1
42.5,24.5,0,-4.2984e-13,1
45.5,24.5,0,-3.3447e-14,1
48.5,24.5,0,1.8505e-13,1
51.5,24.5,0,1.8505e-13,1
54.5,24.5,0,-3.3447e-14,1
57.5,24.5,0,-4.2984e-13,1
60.5,24.5,0,-9.2988e-13,1
63.5,24.5,0,-1.4435e-12,1
66.5,24.5,0,-1.8903e-12,1
69.5,24.5,0,-2.2201e-12,1
72.5,24.5,0,-2.4178e-12,1
75.5,24.5,0,-2.4946e-12,1
78.5,24.5,0,-2.4754e-12,1
21.5,27.5,0,-2.499e-12,1
24.5,27.5,0,-2.4178e-12,1
27.5,27.5,0,-2.1681e-12,1
30.5,27.5,0,-1.6976e-12,1
33.5,27.5,0,-9.7451e-13,1
36.5,27.5,0,-1.8206e-14,1
39.5,27.5,0,1.0742e-12,1
42.5,27.5,0,2.1337e-12,1
45.5,27.5,0,2.9687e-12,1
48.5,27.5,0,3.426e-12,1
51.5,27.5,0,3.426e-12,1
54.5,27.5,0,2.9687e-12,1
57.5,27.5,0,2.1337e-12,1
60.5,27.5,0,1.0742e-12,1
63.5,27.5,0,-1.8206e-14,1
66.5,27.5,0,-9.7451e-13,1
69.5,27.5,0,-1.6976e-12,1
72.5,27.5,0,-2.1681e-12,1
75.5,27.5,0,-2.4178e-12,1
78.5,27.5,0,-2.499e-12,1
21.5,30.5,0,-2.4564e-12,1
24.5,30.5,0,-2.2201e-12,1
27.5,30.5,0,-1.6976e-12,1
30.5,30.5,0,-7.7975e-13,1
33.5,30.5,0,6.1944e-13,1
36.5,30.5,0,2.4935e-12,1
39.5,30.5,0,4.6662e-12,1
42.5,30.5,0,6.7867e-12,1
45.5,30.5,0,8.4508e-12,1
48.5,30.5,0,9.355e-12,1
51.5,30.5,0,9.355e-12,1
54.5,30.5,0,8.4508e-12,1
57.5,30.5,0,6.7867e-12,1
60.5,30.5,0,4.6662e-12,1
63.5,30.5,0,2.4935e-12,1
66.5,30.5,0,6.1944e-13,1
69.5,30.5,0,-7.7975e-13,1
72.5,30.5,0,-1.6976e-12,1
75.5,30.5,0,-2.2201e-12,1
78.5,30.5,0,-2.4564e-12,1
21.5,33.5,0,-2.3429e-12,1
24.5,33.5,0,-1.8903e-12,1
27.5,33.5,0,-9.7451e-13,1
30.5,33.5,0,6.1944e-13,1
33.5,33.5,0,3.1006e-12,1
36.5,33.5,0,6.5318e-12,1
39.5,33.5,0,1.0621e-11,1
42.5,33.5,0,1.4654e-11,1
45.5,33.5,0,1.7798e-11,1
48.5,33.5,0,1.9484e-11,1
51.5,33.5,0,1.9484e-11,1
54.5,33.5,0,1.7798e-11,1
57.5,33.5,0,1.4654e-11,1
60.5,33.5,0,1.0621e-11,1
63.5,33.5,0,6.5318e-12,1
66.5,33.5,0,3.1006e-12,1
69.5,33.5,0,6.1944e-13,1
72.5,33.5,0,-9.7451e-13,1
75.5,33.5,0,-1.8903e-12,1
78.5,33.5,0,-2.3429e-12,1
21.5,36.5,0,-2.1673e-12,1
24.5,36.5,0,-1.4435e-12,1
27.5,36.5,0,-1.8206e-14,1
30.5,36.5,0,2.4935e-12,1
33.5,36.5,0,6.5318e-12,1
36.5,36.5,0,1.2347e-11,1
39.5,36.5,0,1.9515e-11,1
42.5,36.5,0,2.6671e-11,1
45.5,36.5,0,3.2187e-11,1
48.5,36.5,0,3.5091e-11,1
51.5,36.5,0,3.5091e-11,1
54.5,36.5,0,3.2187e-11,1
57.5,36.5,0,2.6671e-11,1
60.5,36.5,0,1.9515e-11,1
63.5,36.5,0,1.2347e-11,1
66.5,36.5,0,6.5318e-12,1
69.5,36.5,0,2.4935e-12,1
72.5,36.5,0,-1.8206e-14,1
75.5,36.5,0,-1.4435e-12,1
78.5,36.5,0,-2.1673e-12,1
21.5,39.5,0,-1.9539e-12,1
24.5,39.5,0,-9.2988e-13,1
27.5,39.5,0,1.0742e-12,1
30.5,39.5,0,4.6662e-12,1
33.5,39.5,0,1.0621e-11,1
36.5,39.5,0,1.9515e-11,1
39.5,39.5,0,3.0813e-11,1
42.5,39.5,0,4.2204e-11,1
45.5,39.5,0,5.0883e-11,1
48.5,39.5,0,5.537e-11,1
51.5,39.5,0,5.537e-11,1
54.5,39.5,0,5.0883e-11,1
57.5,39.5,0,4.2204e-11,1
60.5,39.5,0,3.0813e-11,1
63.5,39.5,0,1.9515e-11,1
66.5,39.5,0,1.0621e-11,1
69.5,39.5,0,4.6662e-12,1
72.5,39.5,0,1.0742e-12,1
75.5,39.5,0,-9.2988e-13,1
78.5,39.5,0,-1.9539e-12,1
21.5,42.5,0,-1.7403e-12,1
24.5,42.5,0,-4.2984e-13,1
27.5,42.5,0,2.1337e-12,1
30.5,42.5,0,6.7867e-12,1
33.5,42.5,0,1.4654e-11,1
36.5,42.5,0,2.6671e-11,1
39.5,42.5,0,4.2204e-11,1
42.5,42.5,0,5.795e-11,1
45.5,42.5,0,6.9868e-11,1
48.5,42.5,0,7.5966e-11,1
51.5,42.5,0,7.5966e-11,1
54.5,42.5,0,6.9868e-11,1
57.5,42.5,0,5.795e-11,1
60.5,42.5,0,4.2204e-11,1
63.5,42.5,0,2.6671e-11,1
66.5,42.5,0,1.4654e-11,1
69.5,42.5,0,6.7867e-12,1
72.5,42.5,0,2.1337e-12,1
75.5,42.5,0,-4.2984e-13,1
78.5,42.5,0,-1.7403e-12,1
21.5,45.5,0,-1.568e-12,1
24.5,45.5,0,-3.3447e-14,1
27.5,45.5,0,2.9687e-12,1
30.5,45.5,0,8.4508e-12,1
33.5,45.5,0,1.7798e-11,1
36.5,45.5,0,3.2187e-11,1
39.5,45.5,0,5.0883e-11,1
42.5,45.5,0,6.9868e-11,1
45.5,45.5,0,8.4222e-11,1
48.5,45.5,0,9.155e-11,1
51.5,45.5,0,9.155e-11,1
54.5,45.5,0,8.4222e-11,1
57.5,45.5,0,6.9868e-11,1
60.5,45.5,0,5.0883e-11,1
63.5,45.5,0,3.2187e-11,1
66.5,45.5,0,1.7798e-11,1
69.5,45.5,0,8.4508e-12,1
72.5,45.5,0,2.9687e-12,1
75.5,45.5,0,-3.3447e-14,1
78.5,45.5,0,-1.568e-12,1
21.5,48.5,0,-1.4721e-12,1
24.5,48.5,0,1.8505e-13,1
27.5,48.5,0,3.426e-12,1
30.5,48.5,0,9.355e-12,1
33.5,48.5,0,1.9484e-11,1
36.5,48.5,0,3.5091e-11,1
39.5,48.5,0,5.537e-11,1
42.5,48.5,0,7.5966e-11,1
45.5,48.5,0,9.155e-11,1
48.5,48.5,0,9.9512e-11,1
51.5,48.5,0,9.9512e-11,1
54.5,48.5,0,9.155e-11,1
57.5,48.5,0,7.5966e-11,1
60.5,48.5,0,5.537e-11,1
63.5,48.5,0,3.5091e-11,1
66.5,48.5,0,1.9484e-11,1
69.5,48.5,0,9.355e-12,1
72.5,48.5,0,3.426e-12,1
75.5,48.5,0,1.8505e-13,1
78.5,48.5,0,-1.4721e-12,1
21.5,51.5,0,-1.4721e-12,1
24.5,51.5,0,1.8505e-13,1
27.5,51.5,0,3.426e-12,1
30.5,51.5,0,9.355e-12,1
33.5,51.5,0,1.9484e-11,1
36.5,51.5,0,3.5091e-11,1
39.5,51.5,0,5.537e-11,1
42.5,51.5,0,7.5966e-11,1
45.5,51.5,0,9.155e-11,1
48.5,51.5,0,9.9512e-11,1
51.5,51.5,0,9.9512e-11,1
54.5,51.5,0,9.155e-11,1
